record_id,damaging_comment,human_label
3566,"Right after treatment, my endocrinologist told me to lose weight to help control my hypoglycemia. I weighed 125 lbs at the time.",Yes
1095,I wasn't that sick,Yes
1632,"A lot of medical providers have said things like 'you don't look skinny enough to be anorexic,' 'your weight isn't low enough to be concerned,' 'your vitals don't look bad enough to do anything.' Many nurses and doctors have let me see my weight when it was supposed to be a blind weigh. Many doctors have tried to blame my mom for things when it wasn't her fault. They've been really mean to her sometimes about FBT, but she's trying her best.",Yes
1096,"They told me I didn't look anorexic, or most of the patients that end up in the hospital are much sicker than me (after admitting for a heart attack)",Yes
1096,'You don't look like you have anorexia' at a doctors office after discharging from treatment. ER doctors telling me they have seen much worse ED patients,Yes
1602,"After learning about specific behaviors I was using, a doctor told me that it was okay to keep using them because my weight looked really good. I was underweight at the time and very dehydrated.",Yes
1135,I wish I could lose weight like that!  I wish that was my problem!  Just eat ice cream then.,Yes
570,Program was certainly tailored towards women,No
2275,Just diet advice,Yes
1110,Typically it's 'you don't look like you have an ED' or 'you're an athlete so x makes sense' or 'you appear to be doing so well!' (When I really wasn't),Yes
728,"Being told I would never recover, being told I don't look that sick, being told 'I wish I could have a little bit of your problem.'",Yes
4719,"Primary care physicians encouraged me to lose weight. When my blood pressure was below the normal range they said that was good since my family had a history of hypertension without asking me if I was experiencing any hypotensive symptoms. When I lost weight I was told to 'keep doing whatever I was doing' without any questions about what that was. The MD who gave me my physical before my first treatment episode asked if I had tried just eating more salads or tried intermittent fasting.    When I first went to my college counseling center drop in hours because I was worried about my habits around food, I met with the director of the center, and the first thing he said after I admitted I thought I might have an eating disorder was 'Well you don't exactly look like we need to rush you to the hospital.'    The therapist I saw there, after 4 sessions, told me there was nothing more she could do for me and discontinued our sessions because 'you look fine (regarding restriction) and it's not like you're purging 4 times a day every day.' (I had told her I was purging about once per day).",Yes
4901,Nurse stating that she was jealous of my weight loss. Family doctor saying that there is no point in doing the medical packet for residential because I look healthy and athletic. Nurse practitioner saying that as long as I maintain my weight my eating disorder isn't that serious.,Yes
1094,An OBGYN told me I should 'never go into a helping profession' because I 'don't know how to help yourself.'  Several primary care doctors told me I would 'never recover.',No
4334,Comments reinforcing weight loss by nurse at PCP visit,Yes
4482,It's all the time. Mostly dismissive,No
24,Comments about how my labs are messed up because I'm an athlete. Comments from a medical doctor saying I don't look like I have an eating disorder.,Yes
103,"My entire life has been composed of medical professionals telling me I need to lose weight, including being told to 'keep it up' when I was blatantly using eating disorder behaviors, was being honest about them, and was experiencing medical consequences (hair falling out, poor circulation, overexercise induced injuries, etc.)",Yes
103,Doctors always tell me that I need to lose weight or blame everything on my weight. They've also encouraged my eating disorder behaviors in the past,Yes
1126,"I'm stubborn, not trying, don't want to change, aren't 'that sick', aren't 'that thin' etc.",Yes
161,"From a substance use provider : 'You look fine why do you have an Eating disorder?'   From insurance company: 'You've had plenty of treatment opportunities, you should be recovered by now.'",Yes
1092,Medical doctors... .'calories in...calories out'  'Just eat a balanced diet and exercise 3X per week'  'Try Weight Watchers or a fitness tracking App'  'Go see a dietician'   *prescription meds ( Oralese),Yes
